Simple Query1, Simple Query2, ComplexQuery1, ComplexQuery2, Simple Query1 indexing, Simple Query2 indexing, ComplexQuery1 indexing, ComplexQuery2 indexing
0.02402186393737793, 0.01902031898498535, 0.0035109519958496094, 0.2040386199951172, 0.0009982585906982422, 0.0010619163513183594, 0.0039958953857421875, 0.18150043487548828
0.025159597396850586, 0.019122600555419922, 0.003998517990112305, 0.20942449569702148, 0.0019948482513427734, 0.0010008811950683594, 0.0045206546783447266, 0.21100163459777832
0.024027109146118164, 0.019023895263671875, 0.004513978958129883, 0.20235538482666016, 0.0009992122650146484, 0.0009970664978027344, 0.00551295280456543, 0.20705890655517578
0.02402496337890625, 0.019018888473510742, 0.003998517990112305, 0.19701600074768066, 0.0010004043579101562, 0.0, 0.003999233245849609, 0.21982192993164062
0.0237729549407959, 0.02002406120300293, 0.004507780075073242, 0.20337224006652832, 0.0009975433349609375, 0.0, 0.00404047966003418, 0.20530438423156738
0.024537086486816406, 0.01901388168334961, 0.00299835205078125, 0.19730448722839355, 0.0009996891021728516, 0.0010073184967041016, 0.005271196365356445, 0.18536138534545898
0.02504110336303711, 0.018731117248535156, 0.003998756408691406, 0.2284407615661621, 0.0010023117065429688, 0.0, 0.0035054683685302734, 0.20148134231567383
0.024143457412719727, 0.01902031898498535, 0.003000497817993164, 0.19744873046875, 0.0015056133270263672, 0.0, 0.004002809524536133, 0.23035240173339844
0.023815155029296875, 0.018023014068603516, 0.0040738582611083984, 0.19881224632263184, 0.001999378204345703, 0.0015053749084472656, 0.004999399185180664, 0.22045421600341797
0.024019479751586914, 0.01856541633605957, 0.0029990673065185547, 0.1958942413330078, 0.0, 0.0, 0.004291534423828125, 0.17671632766723633
0.024017810821533203, 0.01913619041442871, 0.0036630630493164062, 0.20006227493286133, 0.0010004043579101562, 0.0009975433349609375, 0.0050432682037353516, 0.19843697547912598
0.02403092384338379, 0.019024372100830078, 0.003998994827270508, 0.19464325904846191, 0.0015058517456054688, 0.0010051727294921875, 0.003999471664428711, 0.19598889350891113
0.02502155303955078, 0.020028352737426758, 0.004172086715698242, 0.19728732109069824, 0.0010001659393310547, 0.0009989738464355469, 0.004000663757324219, 0.197068452835083
0.02352166175842285, 0.019023895263671875, 0.0035140514373779297, 0.19778966903686523, 0.0010001659393310547, 0.0, 0.0035097599029541016, 0.19790983200073242
0.024025678634643555, 0.019673824310302734, 0.004511117935180664, 0.19882798194885254, 0.0011467933654785156, 0.0010008811950683594, 0.004996538162231445, 0.20676469802856445
0.02402043342590332, 0.019024372100830078, 0.0035092830657958984, 0.19683384895324707, 0.0009989738464355469, 0.0, 0.004099130630493164, 0.19591236114501953
0.024025440216064453, 0.022556543350219727, 0.003999948501586914, 0.20178723335266113, 0.0009980201721191406, 0.001001119613647461, 0.00450897216796875, 0.1990199089050293
0.02401876449584961, 0.02003955841064453, 0.004527568817138672, 0.20858073234558105, 0.0010056495666503906, 0.0, 0.004998683929443359, 0.17743539810180664
0.02602243423461914, 0.022043943405151367, 0.003999233245849609, 0.1979382038116455, 0.0005106925964355469, 0.0010001659393310547, 0.004998445510864258, 0.2048015594482422
0.024025917053222656, 0.02074456214904785, 0.0040090084075927734, 0.20747876167297363, 0.0015070438385009766, 0.0010080337524414062, 0.004998207092285156, 0.19784092903137207
0.024051904678344727, 0.020028114318847656, 0.004000186920166016, 0.20289230346679688, 0.0009982585906982422, 0.0010004043579101562, 0.005001068115234375, 0.20845413208007812
0.02402353286743164, 0.018664121627807617, 0.00301361083984375, 0.1988966464996338, 0.0010013580322265625, 0.0010008811950683594, 0.004511117935180664, 0.20046520233154297
0.02355480194091797, 0.019563674926757812, 0.003002166748046875, 0.20017266273498535, 0.0010020732879638672, 0.0, 0.004506111145019531, 0.2033076286315918
0.024024486541748047, 0.02455282211303711, 0.004000663757324219, 0.21889829635620117, 0.0010006427764892578, 0.0, 0.004160642623901367, 0.19810247421264648
0.02458930015563965, 0.017802953720092773, 0.00413060188293457, 0.20392870903015137, 0.0010004043579101562, 0.001001119613647461, 0.003509998321533203, 0.17549729347229004
0.025028467178344727, 0.02235555648803711, 0.003996610641479492, 0.19759321212768555, 0.0010013580322265625, 0.0009987354278564453, 0.0040035247802734375, 0.21977567672729492
0.025501728057861328, 0.020021438598632812, 0.0035047531127929688, 0.20352411270141602, 0.001003265380859375, 0.0, 0.003999948501586914, 0.20411181449890137
0.023529529571533203, 0.019599437713623047, 0.003997087478637695, 0.20392584800720215, 0.0009968280792236328, 0.0, 0.0050029754638671875, 0.2178034782409668
0.023579835891723633, 0.019557476043701172, 0.003997802734375, 0.19496917724609375, 0.0010418891906738281, 0.0010001659393310547, 0.004999876022338867, 0.19860482215881348
0.024112224578857422, 0.01909470558166504, 0.0030035972595214844, 0.2057640552520752, 0.0020346641540527344, 0.0, 0.003997325897216797, 0.19886064529418945
0.025167226791381836, 0.018732309341430664, 0.004004716873168945, 0.2236461639404297, 0.025042295455932617, 0.020069360733032227, 0.004004240036010742, 0.22264456748962402, 0.0009982585906982422, 0.001001596450805664, 0.002504110336303711, 0.18585729598999023
