Simple Query1, Simple Query2, ComplexQuery1, ComplexQuery2, SimpleQuery1indexingWOtimization, SimpleQuery2indexingWOtimization, ComplexQuery1indexingWOtimization, ComplexQuery2IndexingWOtimization
0.030997037887573242, 0.019998788833618164, 0.018008947372436523, 0.1120309829711914, 0.0010025501251220703, 0.0, 0.0039980411529541016, 0.11104011535644531
0.02952289581298828, 0.020000457763671875, 0.017000436782836914, 0.11252069473266602, 0.0010001659393310547, 0.0, 0.003998517990112305, 0.11151313781738281
0.029514789581298828, 0.019999265670776367, 0.018997669219970703, 0.1105194091796875, 0.0009992122650146484, 0.0, 0.004997730255126953, 0.12052536010742188
0.03000020980834961, 0.02000141143798828, 0.018000125885009766, 0.1205296516418457, 0.0, 0.0009989738464355469, 0.003998994827270508, 0.1177058219909668
0.02899622917175293, 0.020005226135253906, 0.01799917221069336, 0.11103272438049316, 0.0, 0.0, 0.005012035369873047, 0.1155242919921875
0.030005693435668945, 0.019510984420776367, 0.01800394058227539, 0.1145164966583252, 0.0, 0.0010001659393310547, 0.0039997100830078125, 0.11952066421508789
0.02899956703186035, 0.018996238708496094, 0.018001317977905273, 0.11702752113342285, 0.0, 0.0009984970092773438, 0.005003690719604492, 0.11450481414794922
0.029507160186767578, 0.020000696182250977, 0.017999887466430664, 0.12250232696533203, 0.001003265380859375, 0.0, 0.005004167556762695, 0.11502289772033691
0.029521703720092773, 0.020000219345092773, 0.018000125885009766, 0.11452054977416992, 0.0010008811950683594, 0.0, 0.005997657775878906, 0.11752581596374512
0.02950739860534668, 0.01999831199645996, 0.0189969539642334, 0.11720514297485352, 0.0010037422180175781, 0.0, 0.0049974918365478516, 0.11851716041564941
0.029006242752075195, 0.020506620407104492, 0.01799631118774414, 0.11451578140258789, 0.0, 0.001001596450805664, 0.003998517990112305, 0.1135110855102539
0.030221939086914062, 0.019997119903564453, 0.017998456954956055, 0.11351346969604492, 0.0009999275207519531, 0.0, 0.004000425338745117, 0.11430215835571289
0.029512882232666016, 0.019997358322143555, 0.018001556396484375, 0.1145174503326416, 0.0009992122650146484, 0.0, 0.003998279571533203, 0.11551189422607422
0.029513120651245117, 0.021001338958740234, 0.017998695373535156, 0.1135091781616211, 0.0010018348693847656, 0.00038623809814453125, 0.0046389102935791016, 0.11351871490478516
0.028998851776123047, 0.019999265670776367, 0.01800084114074707, 0.11152815818786621, 0.0, 0.0010006427764892578, 0.0039980411529541016, 0.11252522468566895
0.028998136520385742, 0.02000713348388672, 0.018508195877075195, 0.11551308631896973, 0.0010001659393310547, 0.0, 0.003998517990112305, 0.11251211166381836
0.029003143310546875, 0.019512176513671875, 0.01700139045715332, 0.11551690101623535, 0.0010001659393310547, 0.0, 0.0039980411529541016, 0.11551904678344727
0.029004335403442383, 0.01999831199645996, 0.018999099731445312, 0.11353015899658203, 0.0, 0.000995635986328125, 0.004000663757324219, 0.11051821708679199
0.028003454208374023, 0.019511938095092773, 0.018003225326538086, 0.11351132392883301, 0.0, 0.0010001659393310547, 0.003999233245849609, 0.11048746109008789
0.029361248016357422, 0.019999980926513672, 0.017001867294311523, 0.11652803421020508, 0.0009984970092773438, 0.0, 0.0045070648193359375, 0.11352181434631348
0.028998851776123047, 0.020000934600830078, 0.017521142959594727, 0.11451578140258789, 0.0, 0.0009968280792236328, 0.003505229949951172, 0.11851835250854492
0.028997182846069336, 0.0189971923828125, 0.018276691436767578, 0.11251068115234375, 0.0009815692901611328, 0.0, 0.005000114440917969, 0.1135110855102539
0.030046939849853516, 0.020000457763671875, 0.019000530242919922, 0.11222243309020996, 0.0009992122650146484, 0.0, 0.004003047943115234, 0.11452054977416992
0.028998374938964844, 0.019997835159301758, 0.016999006271362305, 0.11652398109436035, 0.0, 0.0, 0.004999637603759766, 0.11551189422607422
0.029006481170654297, 0.020251750946044922, 0.016999006271362305, 0.11535072326660156, 0.0, 0.0010001659393310547, 0.0039997100830078125, 0.11451363563537598
0.031000614166259766, 0.01999807357788086, 0.018004179000854492, 0.11455845832824707, 0.0010008811950683594, 0.0, 0.003998279571533203, 0.11451005935668945
0.029996156692504883, 0.019159793853759766, 0.018000364303588867, 0.11650872230529785, 0.0010004043579101562, 0.0, 0.003998279571533203, 0.11251187324523926
0.029001474380493164, 0.01900935173034668, 0.01750659942626953, 0.11609864234924316, 0.0, 0.0009992122650146484, 0.003998756408691406, 0.11309671401977539
0.028998374938964844, 0.019002676010131836, 0.01750659942626953, 0.11451244354248047, 0.0009987354278564453, 0.001001596450805664, 0.004509687423706055, 0.11451244354248047
0.028999805450439453, 0.02000117301940918, 0.017457246780395508, 0.11151432991027832, 0.0009963512420654297, 0.0, 0.0050008296966552734, 0.11403250694274902
